1.211734030982428223e+01,-4.340921702752966738e-01
5.568876342581085659e+00,-6.550954640390971306e-01
5.270000311947330651e+00,-8.485215204059238792e-01
5.722823887151664124e+00,-5.314923781871481179e-01
5.571542047997827041e+00,-6.530790755031001815e-01
5.139910672770637845e+00,-9.099960912647246936e-01
8.035362224827020228e+00,9.835955886570438844e-01
1.063098278517205664e+01,-9.342694961547575172e-01
2.952561686698303434e-01,2.909849433135297536e-01
7.989844584575999775e+00,9.907848174750889525e-01
1.189000066053858262e+01,-6.259662624683589582e-01
3.884393614516362891e+00,-6.763536854806240228e-01
1.036442807594014504e+01,-8.073516930965159988e-01
1.128925271861439406e+01,-9.571855394189512367e-01
1.081275336255516528e+01,-9.833347499333805475e-01
5.145615335659600165e-01,4.921532075562142228e-01
3.576963725133750494e+00,-4.217468860128292807e-01
7.386372618984766270e+00,8.926485830215623585e-01
4.368492868946694863e+00,-9.414482105913343224e-01
1.916889445747255838e+00,9.407052012328839252e-01
9.242948645742064429e+00,1.808290329221727000e-01
8.742547054075796353e+00,6.305261500291694521e-01
7.789296905793896997e+00,9.979086723188087538e-01
6.139524922725192901e+00,-1.431667429621612531e-01
4.228527599950322013e+00,-8.852052094832033591e-01
1.184452335004990253e+01,-6.607723300355727858e-01
5.085709662209812798e+00,-9.311213976718650809e-01
1.982806717232553639e-01,1.969839818027712963e-01
7.170248680135826724e+00,7.752200511596776256e-01
4.451434332521305492e+00,-9.661441164112606339e-01
4.397231699349579692e+00,-9.507476388988862492e-01
7.819103875222459976e+00,9.993918326268095287e-01
1.113464897824354516e+01,-9.903446928287156226e-01
6.996825422722932508e+00,6.545899712397039716e-01
8.279418789578674165e+00,9.108583975672738253e-01
2.878675169592568750e+00,2.598988810916041947e-01
7.031712373784309911e+00,6.805602920244268050e-01
3.100815681952887815e+00,4.076567218051231622e-02
1.593829266133926170e+00,9.997347535794757212e-01
8.097746376472034768e+00,9.704362042690929391e-01
2.396728397334480842e+00,6.778720206251996894e-01
1.068728545806172825e+01,-9.528541827038877754e-01
4.270778219771504070e+00,-9.040644032913661698e-01
5.493476434882092363e+00,-7.101483334477208809e-01
6.726104544841165378e+00,4.285788315284993488e-01
8.858712235775346500e+00,5.363156109674274141e-01
1.346817754570184489e+00,9.750214855559752314e-01
7.357070924688628999e+00,8.790594567025377115e-01
5.851802882135070938e-01,5.523496818176570899e-01
8.814990088765098264e+00,5.726935769215379946e-01
2.647201345533315653e+00,4.744959334387895966e-01
6.784116483232520700e+00,4.802425144999604156e-01
1.143564402803670355e+01,-9.047219558002329576e-01
1.090588517044679762e+01,-9.959806265854932450e-01
1.275845443625004183e+00,9.568164213867073054e-01
1.059752627864018670e+01,-9.218193799045507619e-01
9.882981453653444603e+00,-4.423376267361041059e-01
2.631708364009420098e+00,4.880762579818476721e-01
1.718469807492265522e+00,9.891160723666752030e-01
4.867795251118072208e+00,-9.879487291212371014e-01
9.119610773504030377e+00,3.004526420752456350e-01
1.051669567821781293e+01,-8.875121998166655146e-01
6.501807578462537762e+00,2.168848944506148457e-01
1.738045633551740465e+00,9.860464064479236290e-01
4.569870233023168637e+00,-9.898613817252553959e-01
4.530594679316078399e-01,4.377183831352734478e-01
7.485148290823066652e+00,9.327485921407835390e-01
8.748150693170829939e+00,6.261669079287480733e-01
2.764814176183216787e+00,3.679268357393351008e-01
1.093878683783142591e+01,-9.983880260393531714e-01
1.078461519988739603e+01,-9.778305336133041870e-01
9.785846448363662020e+00,-3.532740261407492643e-01
7.645587260036284860e+00,9.783643625296482016e-01
3.375515268843382266e+00,-2.317950784609472681e-01
3.080954745325236832e+00,6.060075460988326862e-02
1.220350910854826054e+01,-3.549508615720000648e-01
5.742865934142796114e+00,-5.144098944539915452e-01
1.064664800934629341e+01,-9.397403481302721850e-01
3.554230637641656809e+00,-4.010272883302674618e-01
3.190722853416914084e+00,-4.911043732513395432e-02
1.124272207737570639e+01,-9.696141277486871601e-01
3.018238301534518886e+00,1.230417572510258128e-01
2.090159322569901779e+00,8.681355183339768411e-01
5.024870011729792196e+00,-9.515737795720654590e-01
3.521580192540449961e+00,-3.709088972483378654e-01
5.091998916972321432e+00,-9.288092474289447731e-01
2.446079858910629401e+00,6.407792091681188129e-01
8.930735778712730166e+00,4.741885836793415798e-01
1.637117446188890213e+00,9.978015605564003465e-01
1.244546675710230943e+01,-1.206095155570129501e-01
6.788128692159956401e+00,4.837578915285727921e-01
9.041540616974255151e-01,7.859023497365115185e-01
9.395391156503578145e+00,2.938257478480447993e-02
1.226771616060002046e+01,-2.942344901086937914e-01
2.363242100677166224e+00,7.021058487700848616e-01
3.052478859392514732e+00,8.899589492876958108e-02
8.673473649221723036e+00,6.825925301821044178e-01
1.155475164614967376e+01,-8.476918000441762135e-01
4.554868273300380466e+00,-9.876192452830963031e-01
5.744087168762792572e+00,-5.133622481613188127e-01
